"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2020,162513035,134952676,27,"C",21,,""
2020,153994885,127377428,49,"C",20,,"N"
2020,162513064,134952704,16,"C",3,,""
2020,162507908,134952704,35,"C",3,,""
2020,162513074,134952732,40,"C",20,,""
2020,162513075,134952732,16,"C",15,,""
2020,162513106,134952742,51,"C",20,,""
2020,162513214,134956949,35,"C",13,,""
2020,162508008,134956949,16,"C",13,,""
2020,162508020,134952827,46,"C",25,,""
2020,162513487,134952943,45,"C",8,,""
2020,162513501,134957174,16,"C",13,,""
2020,162513841,134953187,16,"C",13,,""
2020,162513904,134953234,28,"C",20,,""
2020,162513903,134953234,27,"C",20,,""
2020,162508652,134957595,45,"C",20,,""
2020,162508665,134953322,35,"C",18,,""
2020,162508664,134953322,16,"C",18,,""
2020,162508739,134953377,51,"C",20,,""
2020,162514163,134953382,51,"C",20,,""
2020,162514184,134953406,16,"C",13,,""
2020,162514185,134953406,35,"C",13,,""
2020,162514325,134953491,23,"C",8,,""
2020,162514422,134953539,14,"C",20,,""
2020,162514586,134958073,45,"C",20,,""
2020,162509060,134953669,3,"C",20,,""
2020,162514629,134953675,45,"C",20,,""
2020,162509012,134958119,16,"C",13,,""
2020,162514809,134958250,45,"C",8,,""
2020,162514842,134958274,49,"C",19,1,"F"
2020,162514852,134953827,45,"C",7,,""
2020,162509218,134953827,5,"C",7,,""
2020,162514843,134953827,49,"C",7,,"F"
2020,162523191,134962735,16,"C",18,,""
2020,162520323,134967256,35,"C",13,,""
2020,162520322,134967256,16,"C",13,,""
2020,162520505,134962921,45,"C",20,,""
2020,162523289,134962925,5,"C",20,,""
2020,162523439,134967450,49,"C",20,,"N"
2020,162523534,134967526,45,"C",18,,""
2020,162520692,134963111,47,"C",20,,""
2020,162520691,134963111,49,"C",20,,"N"
2020,162520866,134967550,45,"A",25,,""
2020,162523557,134967555,51,"C",20,,""
2020,162523641,134963308,49,"C",20,,"F"
2020,162523642,134963308,5,"C",20,,""
2020,162521141,134963448,47,"C",12,,""
2020,162523772,134967719,45,"C",12,,""
2020,162523851,134967774,16,"C",13,,""
2020,162526334,134963602,49,"C",22,,"F"
2020,162523951,134967861,51,"C",20,,""
2020,162523949,134963675,16,"C",20,,""
2020,162526510,134967919,37,"C",20,,""
2020,162526614,134963850,27,"C",20,,""
2020,162526592,134963856,41,"C",20,,""
2020,162526605,134963874,5,"C",21,,""
2020,162526603,134963874,14,"C",21,,""
2020,162526631,134963882,51,"C",15,,""
2020,162524191,134963982,45,"C",20,,""
2020,162524165,134963969,23,"C",8,,""
2020,162526780,134968077,5,"C",20,,""
2020,162526804,134964014,51,"C",25,,""
2020,162526734,134968108,44,"C",20,,""
2020,162524244,134968115,5,"C",20,,""
2020,162526802,134968140,45,"C",20,,""
2020,162526881,134964066,44,"C",20,,""
2020,162524256,134964063,35,"C",20,,""
2020,162524255,134964063,16,"C",20,,""
2020,162526908,134968169,11,"C",8,,""
2020,162524309,134964097,51,"C",20,,""
2020,162524308,134964097,27,"C",20,,""
2020,162524321,134964112,16,"C",20,,""
2020,162524332,134968189,51,"C",20,,""
2020,162526979,134968218,45,"C",20,,""
2020,162526980,134964163,27,"C",20,,""
2020,162527100,134964275,27,"C",13,,""
2020,162527101,134964275,20,"C",13,,""
2020,162524453,134964283,23,"C",8,,""
2020,162527168,134964323,14,"C",20,,""
2020,162524495,134964312,45,"C",12,,""
2020,162527334,134964443,5,"C",18,,""
2020,162527330,134968425,5,"C",20,,""
2020,162527358,134964467,45,"C",20,,""
2020,153195446,126697711,45,"C",20,,""
2020,153195455,126702132,39,"C",13,,""
2020,153195454,126702132,35,"C",13,,""
2020,153195452,126702132,51,"C",13,,""
2020,162508044,134952811,45,"C",20,,""
2020,162508047,134952814,45,"C",24,,""
2020,162508103,134952884,51,"C",25,,""
2020,162513371,134952884,5,"C",25,,""
2020,162513492,134952951,16,"C",13,,""
2020,162513510,134957177,45,"C",3,,""
2020,162508328,134953047,27,"C",7,,""
2020,162513637,134953061,46,"C",14,,""
2020,162513612,134953061,45,"C",35,,""
2020,162513682,134953088,51,"C",20,,""
2020,162513726,134953129,21,"C",18,,""
2020,162508421,134957383,16,"C",13,,""
2020,162513920,134953245,45,"C",35,,""
2020,162513924,134953245,35,"C",35,,""
2020,162513923,134953245,16,"C",35,,""
2020,162508593,134953267,45,"C",20,,""
2020,162513986,134957561,35,"C",13,,""
2020,162513952,134957561,16,"C",13,,""
2020,162508641,134953355,21,"C",20,,""
2020,162514410,134953529,14,"C",20,,""
2020,162508942,134953578,5,"C",18,,""
2020,162514491,134958000,14,"C",21,,""
2020,162514523,134958007,51,"C",20,,""
2020,162509070,134953685,46,"C",8,,""
2020,162514664,134953690,23,"C",8,,""
2020,162514686,134958142,16,"C",8,,""
2020,162509194,134958238,45,"C",20,,""
2020,162509197,134953799,5,"C",13,,""
2020,162514816,134958272,16,"C",13,,""
2020,162514914,134953852,45,"C",12,,""
2020,162514972,134958369,51,"C",31,,""
2020,162514990,134958388,16,"C",23,,""
2020,162515097,134953981,51,"C",20,,""
2020,162509405,134953995,47,"C",20,,""
2020,162515132,134954011,23,"C",8,,""
2020,162509482,134954046,44,"C",8,,""
2020,162515244,134954087,51,"C",20,,""
2020,162515245,134954087,39,"C",20,,""
2020,162515287,134958627,45,"C",20,,""
2020,162515341,134958663,21,"C",20,,""
2020,162509727,134954265,45,"C",21,,""
2020,162509797,134958906,51,"C",20,,""
2020,162515664,134954351,45,"C",20,,""
2020,162515691,134954369,16,"C",20,,""
2020,162510186,134954652,7,"C",20,,""
2020,162510324,134959491,35,"C",25,,""
2020,162510323,134959491,16,"C",25,,""
2020,162516326,134959503,21,"C",20,,""
2020,162510339,134954794,49,"C",20,,"F"
2020,162510332,134954799,59,"C",14,,""
2020,162516437,134959611,5,"C",15,,""
2020,162510448,134959640,16,"C",13,,""
2020,162510449,134959640,35,"C",13,,""
2020,162510475,134954913,45,"C",20,,""
2020,162510557,134954950,14,"C",20,,""
2020,162516670,134959811,51,"C",20,,""
2020,162510629,134955023,5,"C",20,,""
2020,162510644,134959835,14,"C",20,,""
2020,162516720,134955033,45,"C",25,,""
2020,162516797,134955102,27,"C",7,,""
2020,162516798,134955102,16,"C",7,,""
2020,162510750,134955191,45,"C",20,,""
2020,162516996,134955236,7,"C",31,,""
2020,162516995,134955236,47,"C",31,,""
2020,162516994,134955236,27,"C",31,,""
2020,162517007,134960106,45,"C",20,,""
2020,162510954,134960146,27,"C",18,,""
2020,162510986,134955322,16,"C",13,,""
2020,162511025,134955349,47,"C",12,,""
2020,162517160,134960248,51,"C",20,,""
2020,162517163,134960248,5,"C",20,,""
2020,162517234,134960312,16,"C",18,,""
2020,162521273,134955569,46,"C",20,,""
2020,162521384,134955652,5,"C",19,,""
2020,162517662,134960680,14,"C",18,,""
2020,162521470,134955730,45,"C",8,,""
2020,162521491,134960736,23,"C",12,,""
2020,162521490,134960736,51,"C",12,,""
2020,162517795,134960792,45,"C",20,,""
2020,162517794,134960792,49,"A",20,,"N"
2020,162521582,134955800,35,"C",7,,""
2020,162521579,134955800,16,"C",7,,""
2020,162521594,134960846,39,"C",13,,""
2020,162517872,134960846,35,"C",13,,""
2020,162517870,134960846,16,"C",13,,""
2020,162517865,134960846,28,"C",13,,""
2020,162517920,134960886,45,"C",8,,""
2020,162521651,134960911,46,"C",20,,""
2020,162517952,134960924,16,"C",20,,""
2020,162517986,134955860,39,"C",13,,""
2020,162517985,134955860,16,"C",13,,""
2020,162517984,134955860,28,"C",13,,""
2020,162515692,134954369,35,"C",20,,""
2020,162509872,134954394,45,"C",20,,""
2020,162509933,134959076,51,"C",20,,""
2020,162509971,134954481,51,"C",20,,""
2020,162515962,134959202,45,"C",20,,""
2020,162510114,134959288,51,"C",20,,""
2020,162516106,134954648,49,"C",20,,"N"
2020,162510227,134954700,51,"C",20,,""
2020,162516213,134959415,5,"C",20,,""
2020,162510267,134959461,26,"A",20,,""
2020,162516319,134959509,16,"C",13,,""
2020,162510336,134959509,35,"C",13,,""
2020,162510364,134954812,5,"C",20,,""
2020,162510408,134959607,44,"C",20,,""
2020,162510431,134954885,5,"C",20,,""
2020,162516600,134954947,26,"C",20,,""
2020,162510572,134954963,51,"C",20,,""
2020,162516641,134954982,45,"C",19,,""
2020,162510579,134959823,49,"C",20,,"N"
2020,162510581,134959823,14,"C",20,,""
2020,162516735,134955044,27,"C",20,,""
2020,162510699,134955097,16,"C",41,,""
2020,162516866,134955143,35,"C",13,,""
2020,162516863,134955143,16,"C",13,,""
2020,162510957,134955288,35,"C",25,,""
2020,162510953,134955288,28,"C",25,,""
2020,162510955,134955288,16,"C",25,,""
2020,162517186,134955382,45,"C",20,,""
2020,162511070,134960279,14,"C",18,,""
2020,162517220,134960288,8,"C",18,,""
2020,162517356,134960421,45,"C",20,,""
2020,162517427,134955544,45,"C",20,,""
2020,162517459,134955568,45,"C",25,,""
2020,162521283,134960519,39,"C",13,,""
2020,162517528,134955613,49,"C",18,,"N"
2020,162521457,134955701,45,"C",20,,""
2020,162517818,134960788,14,"C",25,,""
2020,162521620,134955835,51,"C",20,,""
2020,162521638,134960897,51,"C",20,,""
2020,162517973,134955863,44,"C",20,,""
2020,162530331,134970392,23,"C",8,,""
2020,162532133,134972128,16,"C",13,,""
2020,162532072,134970432,45,"C",20,,""
2020,162532144,134972145,27,"C",21,,""
2020,162530422,134972175,45,"C",20,,""
2020,162532210,134970542,45,"C",4,,""
2020,162532193,134972220,27,"C",20,,""
2020,162530496,134972237,5,"C",20,,""
2020,162530571,134970605,5,"C",20,,""
2020,162530658,134972374,49,"C",20,,"N"
2020,162532446,134970754,46,"C",20,,""
2020,162532466,134970772,5,"C",20,,""
2020,162532435,134972419,28,"C",20,,""
2020,162530742,134970790,39,"C",13,,""
2020,162530741,134970790,16,"C",13,,""
2020,162532464,134970801,5,"C",20,,""
2020,162532513,134970826,49,"C",19,1,"F"
2020,162532501,134970819,5,"C",20,,""
2020,162532525,134970833,27,"C",20,,""
2020,162530763,134972448,5,"C",18,,""
2020,162530762,134970852,36,"C",20,,""
2020,162530764,134970852,21,"C",20,,""
2020,162532548,134972479,11,"C",2,,""
2020,162530802,134972479,35,"C",2,,""
2020,162532534,134972496,14,"C",20,,""
2020,162532565,134972501,27,"C",20,,""
2020,162532561,134972508,45,"C",20,,""
2020,162530836,134972508,5,"C",20,,""
2020,162530845,134970879,23,"C",12,,""
2020,162530881,134970897,51,"C",20,,""
2020,162532624,134970918,23,"C",8,,""
2020,162530918,134972581,45,"C",46,,""
2020,162530919,134972581,46,"C",7,,""
2020,162530958,134972588,45,"C",20,,""
2020,162532672,134970960,27,"C",20,,""
2020,162532685,134970983,23,"C",8,,""
2020,162532694,134970990,45,"C",20,,""
2020,162531030,134970999,5,"C",13,,""
2020,162530936,134972661,47,"C",20,,""
2020,162532733,134972679,51,"C",20,,""
2020,162532713,134971017,49,"C",20,,"F"
2020,162532773,134971048,2,"C",24,,""
2020,162531120,134972748,45,"C",7,,""
2020,162532824,134971082,5,"C",5,,""
2020,162532837,134971090,27,"C",13,,""
2020,162532847,134972792,49,"C",25,,"F"
2020,162532876,134972828,51,"C",46,,""
2020,162532794,134976161,14,"C",20,,""
2020,162536343,134972900,16,"C",20,,""
2020,162536349,134976194,16,"C",13,,""
2020,162536358,134972919,45,"C",20,,""
2020,162536364,134972934,45,"C",20,,""
2020,162532977,134976212,41,"C",20,,""
2020,162541304,134981434,5,"C",18,,""
2020,162541306,134981435,23,"C",8,,""
2020,162540484,134981428,27,"C",20,,""
2020,162541253,134981427,16,"C",14,,""
2020,162540421,134981427,51,"C",14,,""
2020,162541254,134981427,35,"C",14,,""
2020,162540499,134981437,45,"C",10,,""
2020,162541218,134981439,45,"C",12,,""
2020,162540445,134981407,51,"C",20,,""
2020,162540447,134981407,5,"C",20,,""
2020,162540448,134981407,16,"C",20,,""
2020,162540462,134978948,14,"C",20,,""
2020,162540434,134981442,35,"C",13,,""
2020,162541264,134981442,16,"C",13,,""
2020,162540485,134981443,51,"C",20,,""
2020,162540505,134978949,27,"C",20,,""
2020,162540500,134981440,45,"C",20,,""
2020,162540441,134981438,5,"C",20,,""
2020,162540444,134981444,21,"C",20,,""
2020,162540509,134981448,51,"C",20,,""
2020,162541308,134978953,16,"C",13,,""
2020,162540503,134981445,51,"C",18,,""
2020,162540480,134978945,5,"C",12,,""
2020,162541305,134978954,45,"C",20,,""
2020,162540454,134981453,27,"C",20,,""
2020,162541312,134981454,23,"C",8,,""
2020,162540516,134981459,5,"C",20,,""
2020,162541311,134978957,45,"C",20,,""
2020,162540524,134981462,16,"C",18,,""
2020,162540523,134978960,27,"C",20,,""
2020,162540525,134978960,5,"C",20,,""
2020,162541321,134981467,49,"C",20,,"F"
2020,162540530,134981467,5,"C",20,,""
2020,162540526,134981465,14,"C",21,,""
2020,162540528,134981465,45,"C",21,,""
2020,162541325,134981469,49,"C",14,1,"N"
2020,162541323,134981468,5,"C",20,,""
2020,162541333,134978971,5,"C",20,,""
2020,162540541,134978970,16,"C",13,,""
2020,162540535,134981484,45,"C",20,,""
2020,162540529,134981480,2,"C",20,,""
2020,162541322,134981480,45,"C",20,,""
2020,162540532,134981480,5,"C",20,,""
2020,162541330,134981473,45,"C",7,,""
2020,162541396,134979025,27,"C",13,,""
2020,162541340,134978985,45,"C",7,,""
2020,162540571,134981492,35,"C",18,,""
2020,153016616,126536483,51,"C",20,,""
2020,153997360,127377403,16,"C",13,,""
2020,153997362,127375395,16,"C",13,,""
2020,153994884,127377427,39,"C",13,,""
2020,153994881,127377427,16,"C",13,,""
2020,162533487,134976636,44,"C",20,,""
2020,162533591,134973636,23,"C",8,,""
2020,162533608,134973656,49,"C",20,,"N"
2020,162533643,134973698,49,"C",20,,"N"
2020,162537316,134976790,44,"C",20,,""
2020,162537276,134976801,46,"C",20,,""
2020,162537376,134973775,21,"C",20,,""
2020,162533756,134976863,23,"C",8,,""
2020,162537458,134976907,51,"C",15,,""
2020,162533861,134976958,27,"C",20,,""
2020,162537646,134973984,27,"C",20,,""
2020,162534055,134977117,45,"C",20,,""
2020,162537867,134977191,27,"C",13,,""
2020,162537952,134974277,36,"C",20,,""
2020,162537986,134974370,21,"C",20,,""
2020,162534360,134974419,27,"C",20,,""
2020,162534499,134977434,45,"C",25,,""
2020,162534482,134974581,29,"C",20,,""
2020,162534483,134974581,27,"C",20,,""
2020,162538278,134974584,5,"C",20,,""
2020,162538412,134977546,5,"C",20,,""
2020,162538411,134977546,49,"C",20,,"F"
2020,162538421,134977558,49,"C",20,,"N"
2020,162538461,134974746,49,"C",19,1,"N"
2020,162534690,134977615,49,"C",20,,"F"
2020,162538498,134974789,45,"C",20,,""
2020,162534592,134974796,45,"C",18,,""
2020,162538392,134974796,5,"C",6,,""
2020,162538587,134974838,16,"C",20,,""
2020,162538586,134974838,51,"C",20,,""
2020,162534854,134977797,27,"C",20,,""
2020,162538809,134975021,16,"C",13,,""
2020,162538950,134975142,45,"C",20,,""
2020,162538961,134975145,51,"C",20,,""
2020,162535123,134978010,51,"C",20,,""
2020,162535210,134978070,45,"C",20,,""
2020,162539167,134978078,44,"C",25,,""
2020,162539238,134975374,45,"C",20,,""
2020,147385768,121751752,44,"C",22,,""
2020,147385859,121751831,5,"C",24,,""
2020,147386033,121756311,44,"C",24,,""
2020,147380230,121751969,28,"C",13,,""
2020,147387307,121751969,45,"C",25,,""
2020,148064344,122342266,23,"C",8,,""
2020,148067571,122342425,49,"C",20,,"N"
2020,148064832,122338881,16,"C",13,,""
2020,148064846,122338896,49,"C",20,,"N"
2020,148064847,122338896,14,"C",20,,""
2020,148064849,122338896,39,"C",20,,""
2020,148064848,122338896,45,"C",19,,""
2020,148065144,122339150,21,"C",20,,""
2020,148060777,122343495,28,"C",20,,""
2020,148068987,122343505,45,"C",13,,""
2020,148060835,122343506,5,"C",20,,""
2020,148069291,122340088,45,"C",20,,""
2020,148065973,122343693,37,"C",2,,""
2020,148065975,122343696,27,"C",20,,""
2020,148065986,122343705,45,"C",24,,""
2020,148065997,122343716,23,"C",24,,""
2020,147385188,121746759,16,"C",13,,""
2020,147385415,121751445,51,"C",20,,""
2020,147386868,121746928,49,"C",7,,"F"
2020,147374579,121744272,5,"C",20,,""
2020,148053054,122326901,51,"C",20,,""
2020,148053105,122320032,45,"C",11,,""
2020,148045148,122325027,46,"C",5,,""
2020,148053415,122327236,5,"C",20,,""
2020,148048613,122327245,16,"C",13,,""
2020,148053450,122320210,40,"C",20,,""
2020,148053452,122320210,5,"C",20,,""
2020,148053451,122320210,27,"C",13,,""
2020,148045404,122327455,16,"C",13,,""
2020,148045447,122320353,45,"C",20,,""
2020,148053870,122320380,45,"C",20,,""
2020,148048814,122327609,21,"C",20,,""
2020,148053961,122327683,51,"C",20,,""
2020,148053975,122327692,45,"C",20,,""
2020,148054009,122327714,44,"C",20,,""
2020,148054102,122327798,51,"C",20,,""
2020,148054298,122327958,49,"C",20,,"N"
2020,148054299,122327958,5,"C",20,,""
2020,148054346,122327995,16,"C",13,,""
2020,148054393,122328030,5,"C",20,,""
2020,148054392,122328030,49,"C",20,,"F"
2020,147381972,121743458,11,"C",20,,""
2020,147385201,121751254,45,"C",20,,""
2020,147385372,121751408,16,"C",13,,""
2020,147385599,121751603,16,"C",13,,""
2020,148051654,122324383,51,"C",20,,""
2020,148051711,122315832,35,"C",13,,""
2020,148044181,122315832,16,"C",13,,""
2020,148044234,122315907,16,"C",13,,""
2020,148051796,122315907,35,"C",13,,""
2020,148047919,122315972,5,"C",20,,""
2020,148044290,122319353,51,"C",20,,""
2020,148052595,122326540,44,"C",21,,""
2020,148052796,122319860,28,"C",20,,""
2020,148053074,122326921,51,"C",20,,""
2020,148053168,122320073,45,"C",20,,""
2020,148053202,122320090,45,"C",20,,""
2020,148053326,122320148,23,"C",8,,""
2020,148053468,122327280,46,"C",20,,""
2020,147377910,121744078,44,"C",20,,""
2020,147374898,121740276,16,"C",13,,""
2020,147378513,121744869,44,"C",20,,""
2020,147379159,121730393,46,"C",20,,""
2020,147385010,121746092,21,"C",20,,""
2020,147374382,121744086,44,"C",20,,""
2020,147377982,121744185,49,"C",20,,"F"
2020,147377983,121744185,5,"C",20,,""
2020,147374703,121740117,51,"C",20,,""
2020,147378464,121744805,39,"C",13,,""
2020,147375675,121745272,5,"C",20,,""
2020,147375777,121745355,45,"C",7,,""
2020,147379264,121730499,16,"C",13,,""
2020,147386991,121747021,5,"C",20,,""
2020,147385210,121751264,16,"C",13,,""
2020,147385328,121751370,51,"C",7,,""
2020,147379761,121751380,45,"C",20,,""
2020,147386793,121751388,16,"C",13,,""
2020,148049073,122327998,35,"C",13,,""
2020,148054463,122328089,5,"C",20,,""
2020,148054479,122328102,51,"C",20,,""
2020,148054530,122328142,44,"C",20,,""
2020,147374490,121739934,5,"C",20,,""
2020,147375107,121744786,14,"C",20,,""
2020,147384314,121745469,51,"C",20,,""
2020,147386218,121730520,17,"C",20,,""
2020,147384862,121746510,11,"C",25,,""
2020,147384861,121746510,45,"C",20,,""
2020,147379695,121751302,35,"C",18,,""
2020,147385258,121751302,16,"C",18,,""
2020,147385984,121751926,44,"C",20,,""
2020,153012892,126512115,35,"C",40,,""
2020,153016227,126512115,16,"C",40,,""
2020,148047754,122324334,5,"C",11,,""
2020,148051650,122315780,44,"C",47,,""
2020,148047842,122315849,5,"C",20,,""
2020,148047841,122315849,14,"C",20,,""
2020,148051942,122316031,16,"C",13,,""
2020,148051962,122316044,35,"C",13,,""
2020,148051961,122316044,16,"C",13,,""
2020,148048226,122326515,16,"C",15,,""
2020,148052770,122319846,45,"C",20,,""
2020,148052940,122326823,5,"C",20,,""
2020,148044974,122326847,5,"C",20,,""
2020,148065603,122343350,51,"C",41,,""
2020,148068993,122343507,5,"C",5,,""
2020,148069151,122335215,16,"C",20,,""
2020,147369383,121741236,23,"C",24,,""
2020,147370064,121741825,51,"C",20,,""
2020,147370354,121742083,44,"C",20,,""
2020,147373067,121738730,51,"C",20,,""
2020,147373484,121728771,45,"C",24,,""
2020,147377314,121743020,16,"C",7,,""
2020,147377315,121743020,35,"C",7,,""
2020,147377320,121739126,45,"C",25,,""
2020,147374124,121743818,27,"C",3,,""
2020,147374396,121739868,39,"C",13,,""
2020,147382699,121739868,16,"C",13,,""
2020,147382700,121739868,35,"C",13,,""
2020,147374715,121744414,46,"C",20,,""
2020,147374740,121740152,44,"C",20,,""
2020,147378498,121744857,45,"C",5,,""
2020,147378731,121740775,44,"C",20,,""
2020,147378804,121730073,16,"C",20,,""
2020,147369318,121741183,41,"C",7,,""
2020,148057076,122329450,45,"C",8,,""
2020,148061309,122336136,44,"C",20,,""
2020,148061384,122329681,44,"C",20,,""
2020,148061542,122329803,46,"C",25,,""
2020,148057421,122332118,45,"C",21,,""
2020,148050163,122329996,14,"C",20,,""
2020,148050172,122330003,23,"C",8,,""
2020,148057535,122330034,29,"C",20,,""
2020,148057536,122330034,51,"C",20,,""
2020,148050202,122330040,45,"C",20,,""
2020,148050224,122330059,5,"C",10,,""
2020,148057607,122330126,45,"C",8,,""
2020,148057652,122330168,45,"C",20,,""
2020,148044138,122315795,44,"C",47,,""
2020,148044314,122315997,45,"C",21,,""
2020,148044323,122316009,23,"C",8,,""
2020,148044333,122316017,16,"C",20,,""
2020,148044689,122326467,45,"C",12,,""
2020,148048209,122324750,51,"C",20,,""
2020,148052633,122324806,49,"C",24,,"F"
2020,148052634,122324806,5,"C",24,,""
2020,148053175,122325012,51,"C",20,,""
2020,148053198,122327045,5,"C",24,,""
2020,148053396,122327216,45,"C",20,,""
2020,148053735,122327487,16,"C",13,,""
2020,148053788,122327529,45,"C",7,,""
2020,148053810,122327549,5,"C",20,,""
2020,148053809,122327549,49,"C",20,,"N"
2020,148045500,122327642,16,"C",13,,""
2020,148049272,122325654,5,"C",19,,""
2020,148054748,122328330,51,"C",20,,""
2020,148057730,122332414,27,"C",13,,""
2020,148050515,122336741,40,"C",20,,""
2020,148066231,122341178,14,"C",20,,""
2020,148058375,122337345,27,"C",20,,""
2020,148063212,122341315,45,"C",13,,""
2020,148063270,122333060,14,"C",18,,""
2020,148066458,122333099,5,"C",20,,""
2020,148058515,122341419,14,"C",18,,""
2020,148058516,122341419,45,"C",25,,""
2020,148058514,122341419,49,"C",5,,"F"
2020,148066477,122333134,51,"C",18,,""
2020,148066592,122341523,46,"A",20,,""
2020,148066611,122333227,45,"C",20,,""
2020,148063501,122337654,14,"C",20,,""
2020,148066722,122333303,45,"C",20,,""
2020,148058738,122337761,5,"C",18,,""
2020,148063631,122337761,51,"C",18,,""
2020,148063683,122333357,26,"A",20,,""
2020,148066985,122337981,45,"C",20,,""
2020,148064075,122333606,23,"C",8,,""
2020,147382728,121729334,16,"C",13,,""
2020,147383176,121744517,44,"C",20,,""
2020,147383668,121744930,14,"C",20,,""
2020,147375530,121745133,45,"C",13,,""
2020,147384180,121745362,35,"C",13,,""
2020,147384179,121745362,16,"C",13,,""
2020,147375890,121745461,16,"C",13,,""
2020,147375891,121745461,35,"C",13,,""
2020,147384495,121745631,46,"C",25,,""
2020,147384558,121745692,39,"C",13,,""
2020,147379221,121745692,16,"C",13,,""
2020,147384573,121745703,5,"C",7,,""
2020,147386339,121746478,23,"C",7,,""
2020,146821230,121266162,47,"C",4,,""
2020,162521694,134955901,16,"C",13,,""
2020,162521752,134960987,23,"C",8,,""
2020,162518121,134961088,35,"C",41,,""
2020,162521773,134961088,16,"C",41,,""
2020,162518111,134961088,51,"C",41,,""
2020,162518206,134956028,49,"C",20,,"F"
2020,162521824,134956028,5,"C",20,,""
2020,162518194,134956056,16,"C",20,,""
2020,162518237,134956095,49,"C",20,,"F"
2020,162521936,134961204,51,"C",8,,""
2020,162518447,134966185,45,"C",8,,""
2020,162522005,134961303,16,"C",20,,""
2020,162522006,134961303,35,"C",20,,""
